"pid","label","object_type","genre","worktags","iconclass_code","height_cm","width_cm","diameter_cm","location_country","location_city","location_collection","location_or_most_recent_sale_notes","collection_type","realdate","medium","medium_notes","support","support_notes","signature","signature_location","support_marks","further_inscription","print_notes","print_type","plate_dimensions","states","printmaker","publisher","series","collaborators","collaborator_notes","collectors_patrons","our_attribution","other_attribution_authorities","bibliography","biblio_reference","exhibition_history","ertz_1979","ertz_2008","bailey_walker","hollstein_no","provenance","provenance_text","related_works","related_works_notes","copies_and_variants","curatorial_files","general_notes","external_resources_title","external_resources_url","thumbnail","fullwidth","collection","layout","order","original_image_file","image_source_title","image_source_url"
18434,"Wedding Celebration in a Barn (Christie's, London, 1988)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,73,102,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,,,,,,,,,,,"Peasant Dance Series",,,,,"Pieter Brueghel II","A. Alexandre, La Collection de M. Jean Dollfus, Les Arts, no. 25, Jan 1904, illustration p. 10, as 16th century Flemish School (see also no. 26, Feb. 1904, p. 3).  G. Marlier, Pieter Brueghel Le Jeune, 1969, p. 209, no. 10.",,,,,,,,"Sale, Prince Paul Troubetkoi, may 1892, nr. 4.  Collection. Jean Dollfus.  Sale, John Dollfus (3de deel), Paris (Petit), 1-4-1912, nr. 79.  Sale, the Fermor-Hesketh coll. (anon. ged.) London (Christie), 8 july 1988.",,,,,,,,"img/derivatives/simple/18434/thumbnail.jpg","img/derivatives/simple/18434/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_wedding_celebration_london_christies_1988.jpg",,
18433,"Wedding Celebration in a Barn (Sotheby's, London, 1937)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,61,102,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,,,,,,,,,,,"Peasant Dance Series",,,,,"Pieter Brueghel II",,,,,,,,,"Sale, Mrs. Mark Hovell (Sotheby) London, 29-4-1937, no. 30 with illustration, as Brueghel.",,,,,,,,"img/derivatives/simple/18433/thumbnail.jpg","img/derivatives/simple/18433/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_wedding_celebration_london_sothebys_1937.jpg",,
18444,"Wedding Celebration in a Barn (Sotheby's, London 2002)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,83.5,118,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Canvas",,,,,,,,,,,,"Peasant Dance Series",,,,,,,,,,,,,,"London (Sotheby's) 18 April 2002; 2. Fi 2002/5.",,,,,,,,"img/derivatives/simple/18444/thumbnail.jpg","img/derivatives/simple/18444/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_wedding_celebration_london_sothebys_2002.jpg",,
18439,"Wedding Celebration in a Barn (Christie's, New York, 1978)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,74,107,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,,,,,,,,,,,"Peasant Dance Series",,,,,"P. Brueghel d.J.",,,,,,,,,"Art Dealer, Burg-Berger, Berlijn (1936).  Sale, Harris e.a., ged.Welsmann, New York (Parke-Bernet) 1-4-1942, nr. 6d, with illustration.  Sale, Mrs. H. W. Cohu e.a. (anon. ged.), New York (Christie), 9-July 1978 no. 87a.",,,,,,,,"img/derivatives/simple/18439/thumbnail.jpg","img/derivatives/simple/18439/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_wedding_celebration_ny_christies_1978.jpg",,
18436,"Wedding Celebration in a Barn (Paris, Bokanowsky)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,74,116,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,"""signed and dated 1644""",,,,,,,,,,"Peasant Dance Series",,,,,"Pieter Brueghel II",,,,,,,,,"Collection, R. Hann, Paris, cat. 1907, no. 6, with illustration.  Sale, F. Kleinberger Galleries (New York), New York (Am. Art. Association), 23-1-1918, nr. 21, with illustration (alr gem. en ged 1644).  Collection,  Alphonse Kann.  Sale, A. Kann, New York (Am. Art. Association), 7-1-1927, nr. 50, with illustration.  From 1927, Paris, Slg. Bokanowsky.",,,,,,,,"img/derivatives/simple/18436/thumbnail.jpg","img/derivatives/simple/18436/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_wedding_celebration_paris_bokanowsky.jpg",,
18427,"Wedding Celebration in a Barn (Paris)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,76,106,,"Unavailable","Private Collection/Art Market",,"Paris, Collection of C. Blanc","Private",,"Oil",,"Panel",,,,,,,,,,,,"Peasant Dance Series",,,,,"Pieter Brueghel II",,,,,,,,,"Paris, private collection, C. Blanc, 1937",,,,,,,,"img/derivatives/simple/18427/thumbnail.jpg","img/derivatives/simple/18427/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_wedding_celebration_paris.jpg",,
18572,"Wedding Celebration in a Barn (Philadelphia)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,80.3,106.4,,"United States","Philadelphia, PA","Philadelphia Museum of Art","John G. Johnson Collection, inv. no. cat. 420","Public",,"Oil",,"Panel",,,,,,,,,,,,"Peasant Dance Series",,,,,"Pieter Brueghel II",,,,,,,,,"Purchased by Johnson in 1906, through L. B. de Spiridon, Paris, acting for an unnamed owner.",,,,,,,,"img/derivatives/simple/18572/thumbnail.jpg","img/derivatives/simple/18572/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_wedding_celebration_philadelphia.jpg",,
18438,"Wedding Celebration in a Barn (Pommersfelden, 1899)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,75,105,,"Germany","Pommersfelden","Collection of the Counts of Schönborn","Schloss Weißenstein, cat. 1889, no. 71","Public",,"Oil",,"Panel",,,,,,,,,,,,"Peasant Dance Series",,,,,"Pieter Brueghel II",,,,,,,,,"1746 ke Gayback, cat. R.2., vso. nr. 10.  Pommersfelden, cat. 1899, no. 71.",,,,,,,,"img/derivatives/simple/18438/thumbnail.jpg","img/derivatives/simple/18438/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_wedding_celebration_pommersfelden.jpg",,
18430,"Wedding Celebration in a Barn (stockholm)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,72,104,,"Sweden","Stockholm","Nationalmuseum","cat. 1958, no. 2020.","Public",,"Oil",,"Panel",,,,,,,,,,,,"Peasant Dance Series",,,,,"Pieter Brueghel II","Gluck, 1951, no. 55 (copy of a lost original).  Th.Bodkin in the Burlington Magazine 56 (323 February) 1930, blz. 100, plate II A.  Tolnay, illustration 150, related  item no. 53 (Johnson Collection, Philadelpia) as a pastiche.",,,,,,,,"Stockholm, National Museum;  purchased 1917; cat. 1958, nr. 2020.",,,,,,,,"img/derivatives/simple/18430/thumbnail.jpg","img/derivatives/simple/18430/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_wedding_celebration_stockholm.jpg",,
18452,"A wedding dance in a landscape (Amsterdam, 1969)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,41,58,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,,,,,,,,,,,"Peasant Dance Series",,,,,,,,,,,,,,"Sale, 25 February 1969 and following days-kunstweilingen mak van waay N.V. - Dir H. S. Nienhuis - Amsterdam.",,,,,,,,"img/derivatives/simple/18452/thumbnail.jpg","img/derivatives/simple/18452/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_wedding_dance_amsterdam_1969.jpg",,
18415,"Peasant Dance Wedding - engraving (Antwerp)","Print","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,,,,"Belgium","Antwerp","Koninklijk Museum voor Schone Kunsten",,"Public",,,,,,,,,,,"Engraving",,,,,"Peasant Dance Series","Pieter van der Heyden",,,,,"Currer & Allart 406?  Bastelaer, 210.  Illustration from Monthly for Visual Arts 8, 1931, page 108.Yearbook, Koninklijke Museum Schone Kunsten, Antwerp, 1980, pages 61-97, illustration 15.",,,,,,,,"Yearbook, Koninklijke Museum Schone Kunsten, Antwerp, 1980, pages 61-97, illustration 15. (???)",,,,,,,,"img/derivatives/simple/18415/thumbnail.jpg","img/derivatives/simple/18415/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_wedding_dance_antwerp.jpg",,
18414,"Peasant Dance, wedding (Baltimore)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,38,57,,"United States","Baltimore, MD","The Walters Art Gallery","inv. no. 37.364, handbook illustration page 136.","Public",,"Oil",,"Panel",,,,,,,,,,,,"Peasant Dance Series",,,,,"Pieter Brueghel II",,,,,,,,,"Baltimore, Walters Art Gallery, inv. nr. 37.364, handboek afb.blz.136.",,,,,,,,"img/derivatives/simple/18414/thumbnail.jpg","img/derivatives/simple/18414/fullwidth.jpg","janbrueghel","brueghel_item",,"Peasant_Wedding_Dance_Baltimore.jpg",,
18437,"Wedding Dance in a Barn (Brussels, 1926)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,72,100,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,,,,,,,,,,,"Peasant Dance Series",,,,,"Pieter Brueghel II",,,,,,,,,"Sale, Weber, 7 July 1926, Brussels (Fieves)",,,,,,,,"img/derivatives/simple/18437/thumbnail.jpg","img/derivatives/simple/18437/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_wedding_dance_brussels_1926.jpg",,
18451,"A wedding dance in a landscape (Dijon)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,25,33,,"Unavailable","Private Collection/Art Market",,"Dijon, France","Private",,"Oil",,"Panel",,,,,,,,,,,,"Peasant Dance Series",,,,,,,,,,,,,,"Gallery G. de Salvatore, Dijon.",,,,,,,,"img/derivatives/simple/18451/thumbnail.jpg","img/derivatives/simple/18451/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_wedding_dance_dijon.jpg",,
18608,"Peasant Wedding Dance (Gent)","Painting","Urban, Common and Peasant Life","Dancing|Peasants",,40.2,55.6,,"Belgium","Ghent","Museum of Fine Arts",,"Public","Before","Oil",,"Panel",,,,,,,,,,,,"Peasant Dance Series",,,,,,,,,,,,,,,,,,,,,,"img/derivatives/simple/18608/thumbnail.jpg","img/derivatives/simple/18608/fullwidth.jpg","janbrueghel","brueghel_item",,"Peasant_Wedding_Dance_Gent_2.jpg",,
18443,"A Wedding Dance in an Interior (Philip's, London, 1990)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,58.5,83.2,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,,,,,,,,,,,"Peasant Dance Series",,,,,"Pieter Brueghel II",,,,,,,,,"Phillips/London, Tuesday, 11.December 1990.",,,,,,,,"img/derivatives/simple/18443/thumbnail.jpg","img/derivatives/simple/18443/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_wedding_dance_london_philips_1990.jpg",,
18449,"A Wedding Dance in a Landscape (London, Sotheby's, 1978)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,72,111.1,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,,,,,,,,,,,"Peasant Dance Series",,,,,"Pieter Brueghel II",,,,,,,,,"Vlg. Church Wardens of Christ Church e. a. (anon. ged.) London, Sotheby, 12 July 1978, no. 132.",,,,,,,,"img/derivatives/simple/18449/thumbnail.jpg","img/derivatives/simple/18449/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_wedding_dance_london_sothebys_1978.jpg",,
18440,"The Wedding Dance (Sotheby's, London, 1996)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,82.5,118,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Canvas",,,,,,,,,,,,"Peasant Dance Series",,,,,"Pieter Brueghel II",,,,,,,,,"Sale, London (Sotheby) 30 October 1996.",,,,,,,,"img/derivatives/simple/18440/thumbnail.jpg","img/derivatives/simple/18440/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_wedding_dance_london_sothebys_1996.jpg",,
18536,"Visit to the Farmers (London Christie's, 1974)","Painting","Urban, Common and Peasant Life","Farming|House|Burghers|Children|Peasants|Interior Scene|Labor|Household items",,43.2,58.4,,,,,,"Unknown/Not Applicable",,"Oil",,"Panel",,"P. BREVGHEL","lower left",,,,,,,,,"Visit to the Farmers Series",,,,,,"G. Marlier, P. Brueghel II, 1969, blz. 260, nr. 16",,,,,,,,"verz. G. Ahlemeyer, Christie's; vlg. Cologne, Lempertz, 22-3-1909, Vlg. Albright Leasing Copr. e.a. London (Christie's), 29-3-1974, nr. 23",,,,,,,,"img/derivatives/simple/18536/thumbnail.jpg","img/derivatives/simple/18536/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_wedding_dance_london_sothebys_1996.jpg",,
18412,"Peasant Wedding and Dance (Sotheby's, New York, 1993)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,42,57,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,,,,,,,,,,,"Peasant Dance Series",,,,,"Pieter Brueghel II","(Not in Friedlander or Tolnay.)",,,,,,,,"Collection, Bayer, Elberfeld.  Collection, Droste-Savery.  Sale, Lucerne (Fischer), 13-6-1961, no. 1963, with illustration.  Winter Exhibition, Art Dealer P. de Boer, Amsterdam, 1961, cat. no. 12, with illustration.  Sale, Sir Watkin Williams, e.d. (anon. ged.), London, Sotheby's, 30-6-1965, no. 40, with illustration .  Sale, New York (Sotheby's), 15-1-1993, no. 49. with illustration in color.",,,,,,,,"img/derivatives/simple/18412/thumbnail.jpg","img/derivatives/simple/18412/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_wedding_dance_ny_sothebys_1993.jpg",,
18426,"Peasant Wedding Dance (Quimper)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,40,47.5,,"France","Quimper","Musée des Beaux-Arts de Quimper","no. 873-1-10","Public",,"Oil",,"Panel",,,,,,,,,,,,"Peasant Dance Series",,,,,,,,,,,,,,"Quimper, Musee des Beaux-Arts de Quimper, inv. nr. 873-1-10.",,,,,,,,"img/derivatives/simple/18426/thumbnail.jpg","img/derivatives/simple/18426/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_wedding_dance_quimper.jpg",,
18450,"Peasant Wedding Dance (Rotterdam)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,,,,"Netherlands","Rotterdam","Museum Boijmans Van Beuningen",,"Public",,"Oil",,,,,,,,,,,,,,"Peasant Dance Series",,,,,,,,,,,,,,"Antiquair Jagenau, the Hague.  Schenkling,  Museum Boymans-van Beuningen, 1970.",,,,,,,,"img/derivatives/simple/18450/thumbnail.jpg","img/derivatives/simple/18450/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_wedding_dance_rotterdam.jpg",,
18407,"Dancing Peasants at a Wedding Feast in the Open Air (Berlin)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,37,53,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,,,,,,,,,,,"Peasant Dance Series",,,,,"Pieter Brueghel II",,,,,,,,,"Ksth. Dr. Benedict & Co., Berlin, 1925.",,,,,,,,"img/derivatives/simple/18407/thumbnail.jpg","img/derivatives/simple/18407/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_wedding_feast_berlin.jpg",,
18418,"Dancing Peasants at a Wedding in the Open Air (France)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,38,44.5,,"Unavailable","Private Collection/Art Market",,"France","Private",,"Oil",,"Panel",,,,,,,,,,,,"Peasant Dance Series",,,,,,,,,,,,,,"France, private collection, 1989.",,,,,,,,"img/derivatives/simple/18418/thumbnail.jpg","img/derivatives/simple/18418/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_wedding_feast_france.jpg",,
18409,"Dancing Peasants at a Wedding Feast in the Open Air (Christie's, London, 2002)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,40.5,53.9,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,"""P.BRE.GHEL""","bottom left",,,,,,,,,"Peasant Dance Series",,,,,,,,,,,,,,"Sale, London (Christie's), 2002-12-11, nr. 27.",,,,,,,,"img/derivatives/simple/18409/thumbnail.jpg","img/derivatives/simple/18409/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_wedding_feast_london_christies_2002.jpg",,
18441,"The Wedding Feast (Christie's, New York, 2000)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Village|Peasants|Musical instruments",,76.6,108,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private","ca. 1622","Oil",,"Panel",,,,,,,,,,,,"Peasant Dance Series",,,,,"Pieter Brueghel II",,,,,,,,,"Sale, Amsterdam (Christie) 8 November 1999.  Sale, New York (Christie) 27 January 2000.",,,,,,,,"img/derivatives/simple/18441/thumbnail.jpg","img/derivatives/simple/18441/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_wedding_feast_ny_christies_2000.jpg",,
18408,"Peasant Wedding (Christie's, London, 1994)","Painting","Urban, Common and Peasant Life","Dancing|Wedding|Peasants|Musical instruments",,34.6,48.3,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,"""BRUEGHEL 16[.]3""","bottom right",,,,,,,,,"Peasant Dance Series",,,,,"Pieter Brueghel II",,,,,,,,,"""With Robert Finck, Brussels."" Sale, London (Christie's), 1997-07-04, nr. 33.",,,,,,,,"img/derivatives/simple/18408/thumbnail.jpg","img/derivatives/simple/18408/fullwidth.jpg","janbrueghel","brueghel_item",,"peasant_wedding_london_christies_1994.jpg",,
18453,"Set of 9 Proverb Roundels","Painting",,,,,,21,"Germany","Pommersfelden","Collection of the Counts of Schönborn","Schloss Weißenstein, cat. 1894, no. 72","Public",,"Oil",,"Panel",,,,,,,,,,,,"Proverbs Series",,,,,"Pieter Brueghel II",,,,,,,,,,,,,,,,,"img/derivatives/simple/18453/thumbnail.jpg","img/derivatives/simple/18453/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD1.0a.jpg",,
18454,"Man Sitting Between Two Chairs","Painting",,,,,,21,"Germany","Pommersfelden","Collection of the Counts of Schönborn","Schloss Weißenstein, cat. 1894, no. 72f","Public",,"Oil",,,,,,,,,,,,,,"Proverbs Series",,,,,"Pieter Brueghel II","Marlier 1969, S. 152, Nr. 12a, Fig. 72|AK Essen/Wien 1997/98, Abb. 1, S. 344","8488|8489",,,,,,,,,,,,,,,"img/derivatives/simple/18454/thumbnail.jpg","img/derivatives/simple/18454/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD1.1a.jpg",,
18455,"The Envious","Painting",,,,,,21,"Germany","Pommersfelden","Collection of the Counts of Schönborn","Schloss Weißenstein, cat. 1894, no. 72d","Public",,"Oil",,,,,,,,,,,,,,"Proverbs Series",,,,,"Pieter Brueghel II","Marlier 1969, S. 157, Nr. 16b, Fib. 75|AK Essen/Wien 1997/98, Abb. 1, S. 347|AK Antwerpen 1998, Abb. 108a, S. 323|AK Cremona 1998, Abb. 1, S. 79","8294|8295|8296",,,,,,,,,,,,,,,"img/derivatives/simple/18455/thumbnail.jpg","img/derivatives/simple/18455/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD1.2a.jpg",,
18456,"Man Feeding Pigs","Painting",,,,,,21,"Germany","Pommersfelden","Collection of the Counts of Schönborn","Schloss Weißenstein, cat. 1894, no. 72i","Public",,"Oil",,"Panel",,,,,,,,,,,,"Proverbs Series",,,,,"Pieter Brueghel II","Marlier 1969, S. 154, Nr. 14a|AK Antwerpen 1998, Abb. 106a, S. 320|AK Cremona 1998, Abb. 1, S. 77","8482|8483",,,,,,,,,,,,,,,"img/derivatives/simple/18456/thumbnail.jpg","img/derivatives/simple/18456/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD1.3a.jpg",,
18457,"The Opportunist","Painting",,,,,,21,"Germany","Pommersfelden","Collection of the Counts of Schönborn","Schloss Weißenstein, cat. 1894, no. 72g","Public",,"Oil",,"Panel",,"P. BREVGHEL",,,,,,,,,,"Proverbs Series",,,,,"Pieter Brueghel II","Marlier 1969, S. 152, Nr. 10, Fig. 70",,,,,,,,,,,,,,,,"img/derivatives/simple/18457/thumbnail.jpg","img/derivatives/simple/18457/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD1.4a.jpg",,
18458,"The Greedy Drunkard (Pommersfelden)","Painting",,,,,,21,"Germany","Pommersfelden","Collection of the Counts of Schönborn","Schloss Weißenstein, cat. 1894, no. 72e","Public",,"Oil",,"Panel",,,,,,,,,,,,"Proverbs Series",,,,,"Pieter Brueghel II","Die folgenden Angaben aus einem Brief von Katharina Bott vom 23. 2. 1994|Kat. Frimmel 1894, Nr. 72|Marlier 1969, S. 152, Nr. 9, Fig. 69.","8327|8328",,,,,,,,,,,,,,,"img/derivatives/simple/18458/thumbnail.jpg","img/derivatives/simple/18458/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD1.5a.jpg",,
18459,"Behind the Fish Net","Painting",,,,,,21,"Germany","Pommersfelden","Collection of the Counts of Schönborn","Schloss Weißenstein, cat. 1894, no. 72b","Public",,"Oil",,"Panel",,,,,,,,,,,,"Proverbs Series",,,,,"Pieter Brueghel II","Marlier 1969, S. 157, Nr. 17a, Fig. 76",,,,,,,,,,,,,,,,"img/derivatives/simple/18459/thumbnail.jpg","img/derivatives/simple/18459/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD1.6a.jpg",,
