"pid","object_pid","label","artist","provenance_date","provenance_location","provenance_text","collection","order"
"5640","3838","Orpheus Sings for Pluto and Proserpina","janbrueghel","1782","Florence","In inventory (as ""Work by the Brothers of Jan Brueghel"")","provenance",
"5641","3838","Orpheus Sings for Pluto and Proserpina","janbrueghel","1890","Florence","inv. #1298 (as ""Pieter II"")","provenance",
"5642","3838","Orpheus Sings for Pluto and Proserpina","janbrueghel","1928","Florence","Palatine Gallery from Uffizi","provenance",
"5663","3839","Pan and Syrinx (England)","janbrueghel","16th century to 17th century","Antwerp","Possibly described in estate of Jan Brueghel the Elder","provenance",
"5664","3839","Pan and Syrinx (England)","janbrueghel","1627","Antwerp","Possibly in inventory of Jan Brueghel the younger","provenance",
"5665","3839","Pan and Syrinx (England)","janbrueghel",,"Paris","Collection of M. Gault","provenance",
"5666","3839","Pan and Syrinx (England)","janbrueghel",,"Pommersfelden","Collection of the Counts of Schönborn","provenance",
"5667","3839","Pan and Syrinx (England)","janbrueghel","May 17 1867 to May 18 1867","Paris","Sale, Hôtel Druot, Lot #210 (for 7000 frs)","provenance",
"5668","3839","Pan and Syrinx (England)","janbrueghel",,,"Collection of Solomon Goldschmidt","provenance",
"5669","3839","Pan and Syrinx (England)","janbrueghel","Mar 14 1898 to Mar 17 1898","Paris","Sale, Georges Petit, Lot #95 (for 9200 frs)","provenance",
"5670","3839","Pan and Syrinx (England)","janbrueghel",,"Vienna","Collection of Baron Rothschild","provenance",
"5671","3839","Pan and Syrinx (England)","janbrueghel","1933","Leipzig","Kunstsalon Franke","provenance",
"5672","3839","Pan and Syrinx (England)","janbrueghel","ca. 1960","New York, NY","Rosenberg & Stiebel","provenance",
"5673","3839","Pan and Syrinx (England)","janbrueghel","1979 to 1980","London","Edward Speelman","provenance",
"5674","3840","Pan and Syrinx (Kassel)","janbrueghel","Nov 9 1725","The Hague","Sale, Lot #24 (as coming from estate of ""Vrouwe van St. Annelard"")","provenance",
"5675","3840","Pan and Syrinx (Kassel)","janbrueghel","Jul 11 1733",,"Adriaan Bout, inv. #39","provenance",
"5676","3840","Pan and Syrinx (Kassel)","janbrueghel",,"The Hague","Collection of Hendrick van Heteren","provenance",
"5677","3840","Pan and Syrinx (Kassel)","janbrueghel","1747","Delft","Acquired by Wilhelm VIII from Hessen-Kassel","provenance",
"5678","3840","Pan and Syrinx (Kassel)","janbrueghel","1813","Paris",,"provenance",
"5679","3840","Pan and Syrinx (Kassel)","janbrueghel","1813","Paris","Displayed at Musée Napoléon","provenance",
"5680","3840","Pan and Syrinx (Kassel)","janbrueghel","Feb 11 1851","Paris","Giroux, inv. #159","provenance",
"5681","3840","Pan and Syrinx (Kassel)","janbrueghel","ca. 1930","Paris","Kleinberger","provenance",
"5682","3840","Pan and Syrinx (Kassel)","janbrueghel","ca. 1934","London","Private Collection","provenance",
"5683","3840","Pan and Syrinx (Kassel)","janbrueghel","Jun 14 1961","London","Sale of Collection of Mrs. R. Makower, Sotheby's, Lot #36","provenance",
"5684","3840","Pan and Syrinx (Kassel)","janbrueghel",,"Waddingham",,"provenance",
"5685","3840","Pan and Syrinx (Kassel)","janbrueghel",,"Lichtenstein","Fostoria Collection","provenance",
"5686","3840","Pan and Syrinx (Kassel)","janbrueghel","Jun 30 1965","London","Sale, Christie's, Lot #31","provenance",
"5687","3840","Pan and Syrinx (Kassel)","janbrueghel","Jun 26 1970","London","Sale, Christie's, Lot #89","provenance",
"5688","3840","Pan and Syrinx (Kassel)","janbrueghel","Mar 23 1973","London","Sale, Christie's, Lot #27","provenance",
"5689","3840","Pan and Syrinx (Kassel)","janbrueghel","Jul 12 2001","London","Sale, Sotheby's, Lot #29 (as ""Rubens and Jan Brueghel II"")","provenance",
"5690","3840","Pan and Syrinx (Kassel)","janbrueghel",,"Bremen","Galerie Neuse","provenance",
"5691","3840","Pan and Syrinx (Kassel)","janbrueghel","2002","Kassel","Reacquired by the Staatlichen Museen","provenance",
"5718","3841","Paradise with Fall of Man (Brentford)","janbrueghel",,"Rome","Collection of Pietro and Vincenzo Camuccini","provenance",
"5719","3841","Paradise with Fall of Man (Brentford)","janbrueghel","1853","Northumberland","Acquired with the Camuccini Collection by Algernon Percy, 4th Duke of Northumberland","provenance",
"5720","3841","Paradise with Fall of Man (Brentford)","janbrueghel",,"Brentford","By descent, Collection of the Dukes of Northumberland, Syon House","provenance",
"5721","3841","Paradise with Fall of Man (Brentford)","janbrueghel","Jul 9 2014","London","Sale, Sotheby's, Lot #19 (for 6,802,500 pounds)","provenance",
"6813","3842","Peasants in a Wood Going to Market","janbrueghel","18th century to 19th century","London","William Esdaile","provenance",
"6814","3842","Peasants in a Wood Going to Market","janbrueghel",,,"Thomas Fitzroy Fenwick","provenance",
"6815","3842","Peasants in a Wood Going to Market","janbrueghel","18th century to 18th century","London","Sir Thomas Lawrence (lLugt 2445)","provenance",
"6816","3842","Peasants in a Wood Going to Market","janbrueghel",,,"Sir Thomas Phillipps","provenance",
"6817","3842","Peasants in a Wood Going to Market","janbrueghel",,,"George John Spencer, 2nd Earl Spencer (Lugt 1530)","provenance",
"6818","3842","Peasants in a Wood Going to Market","janbrueghel","Jun 10 1811","London","His sale, Thomas Philipe's, Lot #109 (as ""Brueghel (Jan) One - a Flemish woo"")John Thane","provenance",
"6819","3842","Peasants in a Wood Going to Market","janbrueghel","18th century to 19th century","London","John Thane","provenance",
"6820","3842","Peasants in a Wood Going to Market","janbrueghel","19th century","London","Samuel Woodburn","provenance",
"6821","3842","Peasants in a Wood Going to Market","janbrueghel","Jun 4 1860","London","His sale, Christie's, Lot #93 (as ""Brueghel - Landscapes, with market carts &c. - tinted,"" 3 in the lot, b)","provenance",
"6822","3842","Peasants in a Wood Going to Market","janbrueghel","1946","London","Donated by Count Antoine Seilern","provenance",
"5784","3843","Rest on the Flight into Egypt (Germany)","janbrueghel","Since 18th century","Saxony","Royal Collection of Saxony","provenance",
"5785","3843","Rest on the Flight into Egypt (Germany)","janbrueghel","Until 1945","Saxony","Saxony-Meiningen Family","provenance",
"5786","3843","Rest on the Flight into Egypt (Germany)","janbrueghel","2001 to 2004","Saxony","Returned through the trustees of the ducal houses of Saxony-Meiningen (as ""Govaerts"")","provenance",
"5787","3843","Rest on the Flight into Egypt (Germany)","janbrueghel","Nov 14 2007","Amsterdam","Sale, Christie's, Lot #124 (as ""Circle Jan II and H. van Balen"")","provenance",
"5839","3844","River Landscape with Landing Stage at a Village","janbrueghel","1710","Antwerp","Purchased by August II of Saxony","provenance",
"5840","3844","River Landscape with Landing Stage at a Village","janbrueghel","ca. 1710","Antwerp","Acquired by Raschke von Jacob de Wit","provenance",
"5841","3844","River Landscape with Landing Stage at a Village","janbrueghel","1750","Dresden",,"provenance",
"5842","3844","River Landscape with Landing Stage at a Village","janbrueghel","1925","Dresden","Alte Meister, inv. #879","provenance",
"5843","3844","River Landscape with Landing Stage at a Village","janbrueghel","After 1925","Germany","Halle on the Saale River, House of Wettin of Saxony","provenance",
"5844","3844","River Landscape with Landing Stage at a Village","janbrueghel","Before 1958","London","Drey","provenance",
"5845","3844","River Landscape with Landing Stage at a Village","janbrueghel","ca. 1958","New York, NY","Rosenberg and Stiebel","provenance",
"5846","3844","River Landscape with Landing Stage at a Village","janbrueghel","1958","Toledo, OH","The Toledo Museum of Art","provenance",
"5868","3845","River with Village and Landing Stage","janbrueghel","1734","Madrid","Royal Collection (probably one of four paintings by Jan listed as saved from fire in the Alcazar in 1734)","provenance",
"5869","3845","River with Village and Landing Stage","janbrueghel","1772","Madrid","Inventory (mentioned as ""1025, River landscape with ships; in the foreground a child being handed to a gentleman""in the Infanta's dining room of the royal palace)","provenance",
"5870","3845","River with Village and Landing Stage","janbrueghel","Jun 1813",,"Taken at the Battle of Vitoria","provenance",
"5884","3846","Road at Edge of a Hill with Travelers","janbrueghel","1822","Sussex","Phillips Collection (according to the note on the back)","provenance",
"5885","3846","Road at Edge of a Hill with Travelers","janbrueghel","Before 1966","Swansea","Collection of John Vivian, 4th Baron Swansea","provenance",
"5886","3846","Road at Edge of a Hill with Travelers","janbrueghel",,,"Sale by order of Trustees of the late Lady Beamish","provenance",
"5887","3846","Road at Edge of a Hill with Travelers","janbrueghel","Jun 6 1966","London","Sale, Sotheby's, Lot #117","provenance",
"5888","3846","Road at Edge of a Hill with Travelers","janbrueghel","After 1966","London","Leggatt","provenance",
"5889","3846","Road at Edge of a Hill with Travelers","janbrueghel","Jul 11 1979","London","Sale, Sotheby's, Lot #15","provenance",
"5890","3846","Road at Edge of a Hill with Travelers","janbrueghel","Dec 3 1997","London","Sale, Christie's, Lot #15","provenance",
"5938","3847","Rocky Landscape with Flight into Egypt (London)","janbrueghel","1934","Amsterdam","Gallery Pieter de Boer, inv. #54","provenance",
"5939","3847","Rocky Landscape with Flight into Egypt (London)","janbrueghel","May 23 1967","Amsterdam","Mak van Waay","provenance",
"5940","3847","Rocky Landscape with Flight into Egypt (London)","janbrueghel","Feb 5 1988","London","Sale, Christie's, Lot #132 (as ""follower of Jan I"")","provenance",
"5941","3847","Rocky Landscape with Flight into Egypt (London)","janbrueghel","Apr 15 1999","London","Sale, Sotheby's, Lot #54 (as ""follower of Jan I"")","provenance",
"5942","3847","Rocky Landscape with Flight into Egypt (London)","janbrueghel","2003","Amsterdam","Gallery Pieter de Boer","provenance",
"5943","3848","Rocky Landscape with Flight into Egypt (New York)","janbrueghel","Before 1922",,"Mechthilde Lichnowsky","provenance",
"5944","3848","Rocky Landscape with Flight into Egypt (New York)","janbrueghel","Before 1922","Berlin","Cassirer","provenance",
"5945","3848","Rocky Landscape with Flight into Egypt (New York)","janbrueghel","May 29 1922",,"Helbing, #12","provenance",
"5946","3848","Rocky Landscape with Flight into Egypt (New York)","janbrueghel","Before 1957",,"Collection of N.H. Marder","provenance",
"5947","3848","Rocky Landscape with Flight into Egypt (New York)","janbrueghel","Jun 21 1957","London","Sale, Christie's, Lot #32","provenance",
"5948","3848","Rocky Landscape with Flight into Egypt (New York)","janbrueghel","After 1957","London","Slatter Gallery","provenance",
"5949","3848","Rocky Landscape with Flight into Egypt (New York)","janbrueghel","Apr 2 1976",,"Sale, Christie's, Lot #52 (with false details)","provenance",
"5950","3848","Rocky Landscape with Flight into Egypt (New York)","janbrueghel","1979","Zürich","David M. Koetser","provenance",
"6034","3850","Storm at Sea with Shipwreck","janbrueghel","1714","Rome","Fliippo Colonna II, Inventory of 1714, inv. #420","provenance",
"6035","3850","Storm at Sea with Shipwreck","janbrueghel","After 1783","Rome","Archivo Colonna III, inv. # Q.B.29","provenance",
"6036","3850","Storm at Sea with Shipwreck","janbrueghel","Before 1978","Rome","Collection of Prince Colonna, Lot #420","provenance",
"6037","3850","Storm at Sea with Shipwreck","janbrueghel","Before 1979","Campione","Silvano Lodi","provenance",
"6074","3851","Temptation of St. Anthony (Alkmaar)","janbrueghel","Aug 19 1801","Antwerp","(Possibly) sale, H. de Bosschaert, Lot #59","provenance",
"6075","3851","Temptation of St. Anthony (Alkmaar)","janbrueghel",,"France","Private Collection","provenance",
"6076","3851","Temptation of St. Anthony (Alkmaar)","janbrueghel","Apr 8 1981","London","Sale, Sotheby's, Lot #54","provenance",
"6077","3851","Temptation of St. Anthony (Alkmaar)","janbrueghel","Jun 24 1994","Paris","Sale, Drouot, Lot #65","provenance",
"6082","3852","Temptation of St. Anthony (Germany)","janbrueghel",,"Brussels","Collection of Boussery","provenance",
"6083","3852","Temptation of St. Anthony (Germany)","janbrueghel","Apr 16 1980","London","Sale, Sotheby's, Lot #229 (as ""Coninxloo"")","provenance",
"6084","3852","Temptation of St. Anthony (Germany)","janbrueghel","Jun 9 1983","New York, NY","Sale, Sotheby's, Lot #15 (as ""Coninxloo"")","provenance",
"6085","3852","Temptation of St. Anthony (Germany)","janbrueghel","1987","Shawnee, OK","Collection of Sidney R. Clarke III","provenance",
"6086","3852","Temptation of St. Anthony (Germany)","janbrueghel","Dec 1 1997","London","Sale, Philips, Lot #45 (as ""Coninxloo"")","provenance",
"6087","3852","Temptation of St. Anthony (Germany)","janbrueghel","Jul 8 2004","London","Sale, Sotheby's, Lot #237 (as ""Circle of Coninxloo"")","provenance",
"6088","3852","Temptation of St. Anthony (Germany)","janbrueghel","Apr 14 2005","Vienna","Sale, Dorotheum, Lot #140","provenance",
"6094","3853","Temptation of St. Anthony in a Forest (Italy)","janbrueghel","Apr 18 1980","London","Sale, Christie's, Lot #105 (as ""Coninxloo"")","provenance",
"6095","3853","Temptation of St. Anthony in a Forest (Italy)","janbrueghel","1983","Maastricht","Gallery Noortmann, inv. #83","provenance",
"6096","3853","Temptation of St. Anthony in a Forest (Italy)","janbrueghel","Nov 27 1984","Zürich","Sale, Koller, Lot #5076","provenance",
"6097","3853","Temptation of St. Anthony in a Forest (Italy)","janbrueghel","Apr 10 1991","New York, NY","Habsburg, Lot #16 (as ""Jan I"")","provenance",
"6098","3853","Temptation of St. Anthony in a Forest (Italy)","janbrueghel","1999","Turin","Gallery Caretto (as ""Jan I"")","provenance",
"6099","3853","Temptation of St. Anthony in a Forest (Italy)","janbrueghel","2003","Turin","Gallery Caretto (as ""Jan I"")","provenance",
"6103","3854","The Banquet of Achelous","janbrueghel","ca. 1771","Rome","Princess Scalamare","provenance",
"6104","3854","The Banquet of Achelous","janbrueghel","1906","Paris","Basile de Schilichting Collection","provenance",
"6105","3854","The Banquet of Achelous","janbrueghel","1910","Munich","Julius Bohler (Art Dealer)","provenance",
"6106","3854","The Banquet of Achelous","janbrueghel","1912","New York, NY","Collection of Samuel Untermyer","provenance",
"6107","3854","The Banquet of Achelous","janbrueghel","May 10 1940","New York, NY","Sale, Parke Bernet, Lot #52","provenance",
"6108","3854","The Banquet of Achelous","janbrueghel","1940 to 1945",,"Collection of Alvin and Irwin Untermyer","provenance",
"10001","3855","The Contest of Apollo and Marsyas (Judgment of Midas)","janbrueghel","1642","Antwerp","Probably in collection of Herman de Neyt","provenance",
"6118","3855","The Contest of Apollo and Marsyas (Judgment of Midas)","janbrueghel","18th century",,"(Probably) Collection of Berliner Schloss","provenance",
