"pid","object_pid","author","comment","post_date"
495,3518,"E.A. Honig","<p>Figures here in lower right corner are indeed the same as in a painting by Paul Bril, Harbor at Night with Lighthouse, in Vienna dating from 1601.  Ertz, p.93, says that Jan must have taken his staffage from a drawing by Bril.  He  is known to have copied a drawing by Matthijs Bril.   Some boat in this picture is also copied from Bril.  It's been suggested (Russell 1992) that the present work is by Cornelis Liefrinck II and copies a work by his father Hans II, or is a variant on it.    I've looked at the only known works by Cornelis and I don't believe this is by him.  It's too refined. Bril connection actually ends up backing Pijl/Ertz's argument.  I mean, how could this Leiden Liefrinck guy have known about the Bril drawing or painting?  Russell thinks that Hendrick Vroom somehow made the connection--he knew Bril in ROme in the 1580s.  But she that's even more tenuous than Ertz's idea of a lost drawing that JB could have copied-it relies on both a lost drawing and an uncertain intermediary.  </p><p>Pijl has examined this painting himself and says it is definitely by JB.  The painting Russell says is monogrammed by Hans Liefrinck II has clearly been tampered with to make it into a JB.  Oddly, when it was sold at Christie's NY (22.v.98 #50) it was tentatively attributed to Hans Liefrinck II [or anon. Flemish] but the monogram on it clearly now reads IB.  I have looked closely at catalog illustration, which is very clear, and compared it the present work as illustrated in Ertz 1979. The putative Hans Liefrinck is a clearly inferior work.  Everything about it is less alive, less clever, less detailed--from ship in foreground to very distant background and way light is treated there.  So the putative HL is NOT a JB.  I do not understand its relationship to Ertz #1, which Pijl says IS a JB and I'm inclined to believe him.  I am going, however, to deattribute also the Indiannapolis seascape, or I'm going to put it as a ""q"" number.   God knows who was knocking off Ertz #1, but it wasn't [only] JB himself.</p>","July 18, 2015"
496,3519,"E.A. Honig","<p>A very interesting picture that does not make sense as a Jan Brueghel but is an intriguing pastiche that includes elements of his work. The rocks are clearly related to his very earliest small works on copper (though in reverse). The figures at the shore derive, I am pretty sure, from the work of Joachim Beuckelaer or his followers! Other landscape elements like the trees in midground and distance are all wrong for Jan. The scales of some of the figures are off and their heads and faces are weak. It is also odd, I think, for such a small fine work that derives in some way from Jan to be done on panel.</p>","July 16, 2013"
497,3520,"E.A. Honig","<p>The Honig Database has tentatively attributed this painting to the Studio of Jan Brueghel the Elder.<br />Copy on panel with dimension 17 cm sold at Frankfurt auction on December 6, 1932, #139/140.</p>","July 18, 2015"
498,3525,"E.A. Honig","<p>The dating of 1597 is suggested by Pijl. This would make it an early work executed in Antwerp for shipment back to Milan. It is certainly very much connected to Landscape executed in Milan two years earlier Ambrosiana 75/27).<br />According to Pijl there is a version on canvas, larger (73 x 98) which is attributed to Milanese painter Antonio Procaccini.  He doesn't say if that attribution is right or not.  Does this imply that Procaccini (1571-1630) was asked at some point to copy the picture, or did it as an exercise? </p><p>The figure is based on Paphnutius in image #12 of Sadelers' Solitudo series, but the landscape is based on #23 in their Sylvae sacrae series of 1594.</p>","April 18, 2012"
499,3526,"E.A. Honig","<p>A very flatly executed picture that does not look like the work of Jan Brueghel.</p>","April 5, 2014"
500,3528,"E.A. Honig","<p>The <a href=""/janbrueghel/roman-carnival-allegory-of-winter"">Roman Carnival: Allegory of Winter</a> is part of a four-part series of the allegories of the seasons which Jan Brueghel painted circa 1594 (Ertz 2008-10).</p><p>Please see:</p><ul><li><a href=""/janbrueghel/the-harvest-allegory-of-summer"">The Harvest: Allegory of Summer</a></li><li><a href=""/janbrueghel/country-road-allegory-of-autumn"">Country Road: Allegory of Autumn</a></li><li><a href=""/janbrueghel/river-landscape-with-noble-party-in-boat-allegory-of-spring"">River Landscape with Noble Party in Boat: Allegory of Spring</a></li></ul>","July 18, 2015"
501,3529,"Paige Walker","<p>British Museum website: ""Formerly described as anonymous by Popham, this drawing was subsequently attributed to Jan Brueghel the Elder and Pieter Schoubroeck (by Martin Royalton-Kisch) before being given its present attribution to Jan Breughel the Elder again.<br />Very similar drawings, showing Roman ruins (possibly showing the Colosseum) and executed in the same loose style and with the same application of the wash, are signed and inscribed by Jan Brueghel. Two sheets in the Museum Boijmans-Van Beuningen (inv.nos.3-4) are authentically inscribed ""Roma"" and ""1593"" or ""1595"". A third drawing in the Kupferstichkabinett, Berlin (inv.no.26327, bought at Sotheby's, 26 November 1970) is signed ""Brueghel"". A drawing by Schoubroeck, signed and dated 1595, in the Fondation Custodia in Paris shows some similarities with these works by Bruegel; see K.G. Boon, 'L'époque de Lucas de Leyde et Pierre Bruegel', exh.cat. Florence-Paris, 1980-1981, cat.no.125 and K.G. Boon, 'The Netherlandish and German Drawings of the XVth and XVIth centuries of the Frits Lugt Collection, Paris, 1992, cat.no.181. Schoubroeck's paintings, however, feature italianised ruined buildings, rather than existing Roman ruins.""</p>","July 30, 2013"
502,3530,"E.A. Honig","<p>According to the Fitzwilliam Museum website, this drawing is currently attributed to Jan Brueghel the Elder. It was formerly catalogued as by Paul Bril; could be an autograph replica of a drawing in Rotterdam [inv.no.4].</p>","July 18, 2015"
503,3532,"E.A. Honig","<p>Version of Ertz 1979 #56, with slightly different proportions.   See there for other related work. I'm calling this a ""b"" work which I'm thinking of as produced in Jan's studio possibly concurrently with the prime version but with a lesser degree of work by JB himself.  The figures on this one, and a few places where animals are integrated into scene, just look less right than one that's in a private collection.</p>","April 5, 2014"
504,3535,"Paige Walker","<p>According to Louvre website, three copies of this drawing exist: one at Yale University Art Gallery (<a href=""/janbrueghel/sailboats-at-anchor-in-calm-water"">Sailboats at Anchor in Calm Water</a>); one at Budapest, Museum of Fine Arts; and one sold at Sotheby's New York, January 26, 2005, No. 142.</p>","September 3, 2014"
505,3540,"E.A. Honig","<p>There is a copy of this painting in the Museo Civico, Cremona, illustrated in Morandotti, Milano profana nell'età dei Borromeo, p.218.  He attributes it to a local painter, Carlo Antonio Procaccini; but if so, Procaccini was somehow copying after this painting which is by Brueghel.</p>","June 12, 2012"
506,3542,"Paige Walker","<p>A very early larger-scale work; indeed, exceptionally large for this period. The other religious histories from this time are at most about a quarter of this size and often much smaller. Only the classical battle scenes from these years are of such large scale.<br />Good copy in Stockholm, Nationalmuseum (panel, 82 x 121), signed and dated 1606. </p><p>According to Louisa Wood Ruby, ""Jan used the motif of the Tomb of Scipio in numerous compositions, including two works in the exhibition, [this] wonderful painting in Munich dated 1598 and the drawing of a <a href=""/janbrueghel/harbor-with-a-fish-market"">Harbor with a Fish Market</a> in a private collection.  In examining possible motivations for the frequency of the appearance of the Tomb of Scipio motif in Jan’s oeuvre, a recent analysis convincingly suggests that its inclusion was meant to appeal to Neo-Stoic patrons in both Rome and later Antwerp, who would have understood and appreciated its reference to the Neo-Stoic ideal.""</p>","October 4, 2013"
507,3545,"E.A. Honig","<p>This painting appears in Frans II Francken's painting of a study shelf with art/natural objects that is now in the Chiavari collection in Italy. It is sitting on a shelf at the right-hand side of the table, behind a collection of shells, a lock and a pairof spectacles. </p><p>A loose copy of this painting was sold at Christie's, New York, May 22, 1998, #20 (panel, 14 x 19.3 cm).</p>","February 4, 2015"
508,3547,"Paige Walker","<p>British Museum website: ""This study sheet is probably cut from a larger composition; for possible other fragments of the same sheet see also SL,5236.57a (<a href=""/janbrueghel/small-study-of-a-woman"">Small Study of a Woman</a>), SL,5236.57b (<a href=""/janbrueghel/small-study-of-three-figures"">Small Study of Three Figures</a>) and SL,5236.57c (<a href=""/janbrueghel/small-study-of-a-man-to-right-with-a-fishing-rod"">Small Study of a Man to Right with a Fishing Rod</a>).<br />Although attributed to Jan Brueghel by Hind, the somewhat uninspired and 'flat' style and the rigidness of the lines in this group of four drawings, point more towards the work of a copyist. Brueghel's figures are usually characterised by a more spontaneous application of the pen, with some of his figures defined by only a few strokes. Firmly attributed sheets with figure studies by Jan Brueghel can be found for example in the Musées Royaux des Beaux-Arts, Brussels, inv.no.478 and in the Devonshire Collection, Chatsworth, inv.no.676.""</p>","August 1, 2013"
509,3549,"Paige Walker","<p>British Museum website: ""This study sheet might have been used in Brueghel's studio as a model for his paintings or to teach his students. The boat in the lower right corner is repeated just above it, but remains unfinished, possibly by a pupil.""</p>","August 3, 2013"
510,3550,"Paige Walker","<p>British Museum website: ""Although unsigned and not directly related to any of Jan Brueghel's paintings, this study sheet can still be attributed to Brueghel. It is, however, less spontaneous than another study sheet showing birds, now in Herzog Anton-Ulrich-Museum, Braunschweig, inv.no.Z521. It is probably a study sheet for a painting showing the Garden of Eden. For a discussion of related paintings showing Paradise, see K. Ertz, ""Jan Brueghel der Ältere: Die Gemälde"", Cologne, 1979, pp.236-249.""</p>","August 3, 2013"
511,3555,"E.A. Honig","<p>This illustrates the parable of the good and the bad seed: Matthew 13:24-30.</p><p>A painting of this image appears in the background of Jan/Van Balen's Allegory of Winter (Ertz 2008-10 #531); Ertz thinks this indicates that there was once a painting of the subject but that is not the case at all -- images were clearly transformed in scale and, no doubt, medium, when being fit into another picture. </p><p>There are several painted copies of this work, some of which Ertz has attributed to Jan the Younger. One sold Brussels, Pal. des Beaux-Arts Mar.9, 1953 #15 (panel, 53 x 44); another sold Amsterdam, F. Muller, 15 November 1938 #17 (panel, 59 x 46); page on wiki for second of these. Photographs at RKD represent this second work before and after restoration.</p>","August 1, 2012"
512,3556,"E.A. Honig","<p>This work does not appear in the 1979 Ertz catalogue nor the Honig Database.</p>","July 18, 2015"
513,3558,"Paige Walker","<p>British Museum website: ""This small fragment is probably cut from a larger sheet (<a href=""/janbrueghel/sheet-of-studies-of-figures-and-carts"">Sheet of Studies of Figures and Carts</a>), for comment see also SL,5236.56."" These other possible fragments are <a href=""/janbrueghel/small-study-of-a-woman"">Small Study of a Woman</a> and <a href=""/janbrueghel/small-study-of-a-man-to-right-with-a-fishing-rod"">Small Study of a Man to Right with a Fishing Rod</a>.</p>","August 3, 2013"
514,3559,"Paige Walker","<p>British Museum website: ""This small fragment is probably cut from a larger sheet (<a href=""/janbrueghel/sheet-of-studies-of-figures-and-carts"">Sheet of Studies of Figures and Carts</a>), for comment see also SL,5236.56."" These other possible fragments are <a href=""/janbrueghel/small-study-of-three-figures"">Small Study of Three Figures</a> and <a href=""/janbrueghel/small-study-of-a-woman"">Small Study of a Woman</a>.</p>","August 3, 2013"
