pid,janonly,related_html,related_ids,label,object_type,genre,tags,realdate,height_cm,width_cm,diameter_cm,plate_dimensions,support,drawing_medium,signature,signature_location,support_marks,further_inscription,collaborators,collaborator_notes,collectors_patrons,print_type,print_notes,printmaker,publisher,states,our_attribution,other_attribution_authorities,ertz_1979,ertz_2008,bailey_walker,hollstein_no,collection_type,location_country,location_city,location_collection,location_or_most_recent_sale_notes,provenance,bibliography,exhibition_history,related_works,copies_and_variants,curatorial_files,external_resources,biblio,order,layout,collection,thumbnail,full
3212,,<a href='/brughel/3207'><img src='/img/derivatives/simple/3207/thumbnail.jpg' /></a>|<a href='/brughel/3200'><img src='/img/derivatives/simple/3200/thumbnail.jpg' /></a>|<a href='/brughel/3288'><img src='/img/derivatives/simple/3288/thumbnail.jpg' /></a>|<a href='/brughel/3202'><img src='/img/derivatives/simple/3202/thumbnail.jpg' /></a>|<a href='/brughel/3203'><img src='/img/derivatives/simple/3203/thumbnail.jpg' /></a>|<a href='/brughel/3004'><img src='/img/derivatives/simple/3004/thumbnail.jpg' /></a>|<a href='/brughel/3213'><img src='/img/derivatives/simple/3213/thumbnail.jpg' /></a>|<a href='/brughel/3229'><img src='/img/derivatives/simple/3229/thumbnail.jpg' /></a>|<a href='/brughel/2953'><img src='/img/derivatives/simple/2953/thumbnail.jpg' /></a>|<a href='/brughel/3205'><img src='/img/derivatives/simple/3205/thumbnail.jpg' /></a>,3207|3200|3288|3202|3203|3004|3213|3229|2953|3205,Forest Landscape with Stag Hunt,Painting,Landscape,Hunting Birds Deer Dog Forest Stream,ca. 1593,25,36,,,Copper,,,,,,,,,,,,,,Produced in Jan Brueghel's Studio,"Ertz 2008-10, #75, Ertz 1979, #2a, Honig database as uncertain, possibly studio",2,75,,,Public,Austria,Vienna,Kunsthistorisches Museum,"inv. #458 (currently at Innsbruck, Schloss Ambras)",5271|5272,"Ruby 2012, fig. 15; Ertz 1979, Cat. 2a, Fig. 92a, pp. 195; Ertz 2008-10, cat. #75, p. 194; Zwollo 1968, p. 119, n. 2; Neumann 1966, p. 278","Essen/Vienna 1997, cat. #186|Cremona 1998, cat. #124",3207|3200|3288|3202|3203|3004|3213|3229|2953|3205,,,,"{% cite 8639 %} fig. 15, {% cite 9004 %} Cat. 2a, Fig. 92a, pp.195, {% cite 8900 %} cat. #75, p. 194",299,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3212/thumbnail.jpg,img/derivatives/simple/3212/full.jpg
2876,,<a href='/brughel/2880'><img src='/img/derivatives/simple/2880/thumbnail.jpg' /></a>|<a href='/brughel/2883'><img src='/img/derivatives/simple/2883/thumbnail.jpg' /></a>|<a href='/brughel/2877'><img src='/img/derivatives/simple/2877/thumbnail.jpg' /></a>|<a href='/brughel/2881'><img src='/img/derivatives/simple/2881/thumbnail.jpg' /></a>|<a href='/brughel/2878'><img src='/img/derivatives/simple/2878/thumbnail.jpg' /></a>|<a href='/brughel/2882'><img src='/img/derivatives/simple/2882/thumbnail.jpg' /></a>|<a href='/brughel/2879'><img src='/img/derivatives/simple/2879/thumbnail.jpg' /></a>,2880|2883|2877|2881|2878|2882|2879,Adoration of the Magi (Antwerp),Painting,Religious,Resting Horse Bridge House Pieter_Bruegel River Burghers Soldiers Christ New_Testament Virgin_Mary,ca. 1594,25.5,35,,,Copper,,,,,,,,,,,,,,Jan Brueghel the Elder,"Ertz 2008-10, #229, Honig database",,229,,,Public,Belgium,Antwerp,Museum Mayer van den Bergh,inv. #497,4443|4444|4445|4446,"Ertz 2008-10, cat. #229; Antwerp/Essen/Vienna 1997, #4",,2880|2883|2877|2881|2878|2882|2879,,,,"{% cite 8900 %} cat. #229, {% cite 9145 %} #4",3,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/2876/thumbnail.jpg,img/derivatives/simple/2876/full.jpg
2908,,<a href='/brughel/3794'><img src='/img/derivatives/simple/3794/thumbnail.jpg' /></a>|<a href='/brughel/2911'><img src='/img/derivatives/simple/2911/thumbnail.jpg' /></a>|<a href='/brughel/3795'><img src='/img/derivatives/simple/3795/thumbnail.jpg' /></a>,3794|2911|3795,Allegory of Earth,Painting,Allegory,Abundance Cosmology Animals Castle Church Van_Balen Nude Landscape Fruit,,58,98,,,Panel,,,,,,Hendrick van Balen (1575-1632),,,,,,,,Produced in Jan Brueghel's Studio,"Ertz 2008-10, #492, Werche 2004 as Van Balen and Jan the Elder",,492,,,Private,,,,Unknown,,"Werche 2004, cat. #A.169, p. 201; Erz 2008-10, cat. #492, p. 1040",,3794|2911|3795,,,,"{% cite 8912 %}  cat. #A.169, p. 201, {% cite 8900 %}  cat. #492, p. 1040",30,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/2908/thumbnail.jpg,img/derivatives/simple/2908/full.jpg
3213,,<a href='/brughel/3212'><img src='/img/derivatives/simple/3212/thumbnail.jpg' /></a>|<a href='/brughel/3207'><img src='/img/derivatives/simple/3207/thumbnail.jpg' /></a>|<a href='/brughel/3200'><img src='/img/derivatives/simple/3200/thumbnail.jpg' /></a>|<a href='/brughel/3288'><img src='/img/derivatives/simple/3288/thumbnail.jpg' /></a>|<a href='/brughel/3202'><img src='/img/derivatives/simple/3202/thumbnail.jpg' /></a>|<a href='/brughel/3203'><img src='/img/derivatives/simple/3203/thumbnail.jpg' /></a>|<a href='/brughel/3004'><img src='/img/derivatives/simple/3004/thumbnail.jpg' /></a>|<a href='/brughel/3229'><img src='/img/derivatives/simple/3229/thumbnail.jpg' /></a>|<a href='/brughel/2953'><img src='/img/derivatives/simple/2953/thumbnail.jpg' /></a>|<a href='/brughel/3205'><img src='/img/derivatives/simple/3205/thumbnail.jpg' /></a>,3212|3207|3200|3288|3202|3203|3004|3229|2953|3205,Forest Landscape with Stream,Painting,Landscape,Birds Borromeo Forest Stream,ca. 1595,26.5,35.5,,,Copper,,BRUEG...,,,,,,Federico Borromeo (1564-1631),,,,,,Jan Brueghel the Elder,"Ertz 2008-10, #86, Ertz 1979, #16, Honig database",16,86,,,Public,Italy,Milan,Ambrosiana,inv. #75/29,5273,"Ertz 1979, cat. #16, fig. 229, p. 101, 195, 198, 204, 448; Pijl in Ambrosiana 2006, 193e, 85-86; Ertz 2008-10, cat. #86","Brussels 1980, cat. #111",3212|3207|3200|3288|3202|3203|3004|3229|2953|3205,,,,"{% cite 9004 %} cat. #16, fig. 229, p. 101, 195, 198, 204, 448, {% cite 9291 %} 193e, 85-86, {% cite 8900 %} cat. #86",300,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3213/thumbnail.jpg,img/derivatives/simple/3213/full.jpg
3214,,<a href='/brughel/3054'><img src='/img/derivatives/simple/3054/thumbnail.jpg' /></a>|<a href='/brughel/3506'><img src='/img/derivatives/simple/3506/thumbnail.jpg' /></a>|<a href='/brughel/3223'><img src='/img/derivatives/simple/3223/thumbnail.jpg' /></a>,3054|3506|3223,Forest Landscape with Travelers,Painting,Landscape,Traveling Cattle Dog Horse Forest Road Wagon,1608,33.7,48.3,,,,,BRU(EGH)EL 16(0)8,,Mark of Peeter Stas on reverse,,,,,,,,,,Jan Brueghel the Elder,"Ertz 2008-10, #69",,69,,,Public,United States,"Houston, TX",Museum of Fine Arts,,5274|5275,"Boston/Toledo 1993, p. 462, cat. #82","Boston 1993, cat. #82",3054|3506|3223,,,,"{% cite 8337 %} p. 462, cat. #82",301,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3214/thumbnail.jpg,img/derivatives/simple/3214/full.jpg
3216,,,,Forest Landscape with Woodcutters,Painting,Landscape,Horse Forest Stream Labor,1609,26,35.7,,,Copper,,BRUEGHEL 1609,,,,,,,,,,,,Jan Brueghel the Elder,"Ertz 2008-10, #98",,98,,,Private,,,,"Germany, Private Collection",5278|5279,"Ertz 2008-10, cat. #98",,,,,,{% cite 8900 %} cat. #98,303,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3216/thumbnail.jpg,img/derivatives/simple/3216/full.jpg
3217,,<a href='/brughel/3210'><img src='/img/derivatives/simple/3210/thumbnail.jpg' /></a>|<a href='/brughel/3532'><img src='/img/derivatives/simple/3532/thumbnail.jpg' /></a>,3210|3532,Forest Landscape with Woodcutters (Flight into Egypt) (St. Petersburg),Painting,Religious,Resting Cattle Forest Mountain Holy_family New_Testament,1607,51.5,91.5,,,Panel,,BRUEGHEL 1607,,,,,,,,,,,,Jan Brueghel the Elder,"Ertz 2008-10, #247, Ertz 1979, #154, Honig database",154,247,,,Public,Russia,St. Petersburg,The Hermitage,inv. #424,5280|5281,"Ertz 1979, cat. #154, fig. 239; Toronto 2001, p.103; Ertz 2008-10, cat. #247","Ontario 2001, cat. #58|Amsterdam 2011",3210|3532,,,,"{% cite 9004 %} cat. #154, fig. 239, {% cite 9257 %} p. 103, {% cite 8900 %} cat. #247",304,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3217/thumbnail.jpg,img/derivatives/simple/3217/full.jpg
3218,,<a href='/brughel/3219'><img src='/img/derivatives/simple/3219/thumbnail.jpg' /></a>|<a href='/brughel/3220'><img src='/img/derivatives/simple/3220/thumbnail.jpg' /></a>,3219|3220,Forest Landscape with a Pond,Painting,Landscape,Birds Borromeo Forest Pond,ca. 1590,24.5,32.5,,,Copper,,,,,,,,Federico Borromeo (1564-1631),,,,,,Produced in Jan Brueghel's Studio,"Ertz 2008-10, #83, Honig database as uncertain, Attributed by Borromeo to Paul Bril",,83,,,Public,Italy,Milan,Ambrosiana,inv. #74/20,5282,"Jones 1993, 53, 79, 216. 235; Ertz 2008-10, cat. #83",,3219|3220,,,http://www.ambrosiana.eu/cms/paesaggio_con_palude-1581.html,"{% cite 8765 %} 53, 79, 216, 235, {% cite 8900 %} cat. #83",305,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3218/thumbnail.jpg,img/derivatives/simple/3218/full.jpg
3219,,<a href='/brughel/3218'><img src='/img/derivatives/simple/3218/thumbnail.jpg' /></a>|<a href='/brughel/3220'><img src='/img/derivatives/simple/3220/thumbnail.jpg' /></a>,3218|3220,Forest Landscape with a Pond (Germany),Painting,Landscape,Hunting Birds Dog Forest Pond,ca. 1595,26,35,,,Copper,,,,,,,,,,,,,,Produced in Jan Brueghel's Studio,"Ertz 2008-10, #84",,84,,,Private,,,,"Germany, Private Collection",5283,"Ertz 2008-10, cat. #84",,3218|3220,,,,{% cite 8900 %} cat. #84,306,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3219/thumbnail.jpg,img/derivatives/simple/3219/full.jpg
3220,,<a href='/brughel/3218'><img src='/img/derivatives/simple/3218/thumbnail.jpg' /></a>|<a href='/brughel/3219'><img src='/img/derivatives/simple/3219/thumbnail.jpg' /></a>,3218|3219,Forest Landscape with a Pond and Hunter,Painting,Landscape,Hunting Birds Deer Dog Forest Pond,ca. 1595,27.2,37.5,,,Panel,,,,,,,,,,,,,,Produced Outside Jan Brueghel's Studio,"Ertz 2008-10, #85",,85,,,Private,,,,"Paris, Galerie d'Art St.-Honoré, 2008",5284|5285|5286,"Ertz 2008-10, cat. #85",,3218|3219,,,,{% cite 8900 %} cat. #85,307,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3220/thumbnail.jpg,img/derivatives/simple/3220/full.jpg
3222,,<a href='/brughel/9616'><img src='/img/derivatives/simple/9616/thumbnail.jpg' /></a>|<a href='/brughel/9607'><img src='/img/derivatives/simple/9607/thumbnail.jpg' /></a>|<a href='/brughel/9666'><img src='/img/derivatives/simple/9666/thumbnail.jpg' /></a>,9616|9607|9666,Forest Road,Drawing,Landscape,Forest Landscape,ca. 1605,23.7,36.9,,,Paper,"Pen in brown ink, brown wash, brown watercolor, red, green, yellow, black stone marks and some gouache",,,,"Verso, ""S P / A S hsh - C V O"" (later hand)",,,,,,,,,Jan Brueghel the Elder,Bailey/Walker cat. #BRUS.MR.1,,,BRUS.MR.1,,Public,Belgium,Brussels,Musées Royaux des Beaux-Arts de Belgique,4060/480,6613|6614|6615|6616,"Brussels 1913, nr. 480; Brussels 1926, nr. 92; Amsterdam 1934, nr. 357; Brussels 1935, nr. 491; Puyvelde/Goldschmidt 1937, nr. 5; Rotterdam 1948-49, nr. 26; Washington 1954, nr. 16; Rotterdam 1954-55, nr. 15; Bruges 1955, nr. 16; Winner 1961, p. 215, 219; Brussels 1961-62, nr. 89; Prague 1966, nr. 38; Brussels 1967, nr. 13; Brussels 1967-68, nr. 326; Geneva 1969-70, p. 16, nr. 13; Antwerp 1971, nr. 6; Manchester 1976, p. 11-12, nr. 6, pl. 8; Canada 1977, nr. 5; Atlanta 1980, nr. 8; Tokyo 1982, nr. 45; Schapelhouman 1987, nr. 15, note 1; Antwerp 1991b, nr. 4, note 7; Essen/Vienna 1997-98, p. 456-7, nr. 161, ill.","Brussels 1926, nr. 92|Amsterdam 1934, nr. 357|Brussels 1935, nr. 491|Rotterdam 1948-49, nr. 26|{Washington 1954, nr. 16|Rotterdam 1954-55, nr. 15|Bruges 1955, no. 16}***[Manchester says they were all the same number]|Brussels 1961-62, nr. 89|Prague 1966, nr. 38|Brussels 1967, nr. 13|Brussels 1967-68, nr. 326|Geneva 1969-70, nr. 13|Antwerp 1971, nr. 6|Manchester 1976, nr. 6|Canada 1977, nr. 5|Atlanta 1980, nr. 8|Tokyo 1982, nr. 45|Antwerp 1991b, under nr. 4|Essen/Vienna 1997-98, nr. 161",9616|9607|9666,,,http://www.fine-arts-museum.be/fr/la-collection/jan-i-brueghel-paysage-forestier-traverse-par-un-chemin?letter=b&artist=breughel-jan-i-1,"{% cite 9085 %} nr. 480, {% cite 8298 %} nr. 92, {% cite 7913 %} nr. 357, {% cite 8949 %} nr. 491, {% cite 8169 %} nr. 5, {% cite 8624 %} nr. 26, {% cite 8781 %} nr. 16, {% cite 9016 %} nr. 15, {% cite 8775 %} p. 215, 219, {% cite 8267 %} nr. 89, {% cite 8477 %} nr. 38, {% cite 8350 %} nr. 13, {% cite 9401 %} nr. 326, {% cite 8345 %} p. 16, nr. 13, {% cite 8307 %} nr. 6, {% cite 7992 %} p. 11-12, nr. 6, pl. 8, {% cite 8457 %} nr. 8, {% cite 8929 %} nr. 45, {% cite 8916 %} nr. 4, note 7, {% cite 8236 %} p. 456-7, nr. 161, ill.",309,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3222/thumbnail.jpg,img/derivatives/simple/3222/full.jpg
3223,,<a href='/brughel/3225'><img src='/img/derivatives/simple/3225/thumbnail.jpg' /></a>|<a href='/brughel/3667'><img src='/img/derivatives/simple/3667/thumbnail.jpg' /></a>|<a href='/brughel/3224'><img src='/img/derivatives/simple/3224/thumbnail.jpg' /></a>|<a href='/brughel/3226'><img src='/img/derivatives/simple/3226/thumbnail.jpg' /></a>|<a href='/brughel/3842'><img src='/img/derivatives/simple/3842/thumbnail.jpg' /></a>|<a href='/brughel/2952'><img src='/img/derivatives/simple/2952/thumbnail.jpg' /></a>|<a href='/brughel/3214'><img src='/img/derivatives/simple/3214/thumbnail.jpg' /></a>,3225|3667|3224|3226|3842|2952|3214,Forest Road with Travelers,Painting,Landscape,Traveling Dog Horse Swine Forest Road Wagon,1607,46.4,83.2,,,Panel,,BRUEGHEL 1607,,,,,,,,,,,,Jan Brueghel the Elder,"Ertz 2008-10, #64, Ertz 1979, #149, Honig database",149,64,,,Public,United States,"New York, NY",Metropolitan Museum of Art,inv. #1974. 293,5289|5290|5291|5292,"Ertz 1979, cat. #149, fig. 40; Ertz 2008-10, cat. #149",,3225|3667|3224|3226|3842|2952|3214,,,http://www.metmuseum.org/collection/the-collection-online/search/435810,"{% cite 9004 %} cat. #149, fig. 40, {% cite 8900 %} cat. #149",310,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3223/thumbnail.jpg,img/derivatives/simple/3223/full.jpg
3224,,<a href='/brughel/3223'><img src='/img/derivatives/simple/3223/thumbnail.jpg' /></a>|<a href='/brughel/3225'><img src='/img/derivatives/simple/3225/thumbnail.jpg' /></a>|<a href='/brughel/3667'><img src='/img/derivatives/simple/3667/thumbnail.jpg' /></a>|<a href='/brughel/3226'><img src='/img/derivatives/simple/3226/thumbnail.jpg' /></a>|<a href='/brughel/3842'><img src='/img/derivatives/simple/3842/thumbnail.jpg' /></a>,3223|3225|3667|3226|3842,Forest Road with Travelers (Florence),Painting,Landscape,Traveling Animals Horse Swine Forest Cart Road,ca. 1607,46,83,,,Panel,,J. B.,,,,,,,,,,,,Produced in Jan Brueghel's Studio,"Ertz 1979, #160, Honig database as Jan and studio",160,,,,Private,,,,"Florence, Private Collection",5293|5294|5295,"Ertz 1979, cat. #160; Ertz 1984, cat. #2 (as &apos;Jan the Younger&apos;)",,3223|3225|3667|3226|3842,,,,"{% cite 9004 %} cat. #160, {% cite 8067 %} cat. #2 (as 'Jan the Younger')",311,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3224/thumbnail.jpg,img/derivatives/simple/3224/full.jpg
3225,,<a href='/brughel/3223'><img src='/img/derivatives/simple/3223/thumbnail.jpg' /></a>|<a href='/brughel/3667'><img src='/img/derivatives/simple/3667/thumbnail.jpg' /></a>|<a href='/brughel/3224'><img src='/img/derivatives/simple/3224/thumbnail.jpg' /></a>|<a href='/brughel/3226'><img src='/img/derivatives/simple/3226/thumbnail.jpg' /></a>|<a href='/brughel/3842'><img src='/img/derivatives/simple/3842/thumbnail.jpg' /></a>,3223|3667|3224|3226|3842,Forest Road with Travelers (France),Painting,Landscape,Traveling Dog Horse Forest Road Wagon,ca. 1607,46,88,,,Panel,,,,,,,,,,,,,,Produced in Jan Brueghel's Studio,"Ertz 2008-10, #65, Ertz 1979, #156",156,65,,,Private,,,,"France, Galerie d'Art St.-Honoré, 2012",5296|5297|5298,"Ertz 1979, cat. #156, fig. 154; Ertz 2008-10, cat. #65","Essen 1997, cat. #47",3223|3667|3224|3226|3842,,,,"{% cite 9004 %} cat. #156, fig. 154, {% cite 8900 %} cat. #65",312,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3225/thumbnail.jpg,img/derivatives/simple/3225/full.jpg
3227,,<a href='/brughel/3228'><img src='/img/derivatives/simple/3228/thumbnail.jpg' /></a>,3228,Forest Road with Woodcutter,Painting,Landscape,Dog Horse Forest,1610-1614,20,25,,,Copper,,,,,,,,,,,,,,Produced in Jan Brueghel's Studio,"Ertz 2008-10, #16, Ertz 1979, #229, Honig database as uncertain, possibly studio",229,16,,,None,,Unavailable,Missing/Destroyed,"Formerly Dresden, Gemäldegalerie, destroyed during World War II",5301,"Ertz 1979, Cat. 229, no figure number",,3228,,,,{% cite 9004 %} cat. 229,314,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3227/thumbnail.jpg,img/derivatives/simple/3227/full.jpg
3228,,<a href='/brughel/3227'><img src='/img/derivatives/simple/3227/thumbnail.jpg' /></a>,3227,Forest Road with Woodcutter (London),Painting,Landscape,Dog Horse Forest Valley Road,ca. 1610,17.5,25.5,,,Copper,,BRUEGHEL 160.,,,,,,,,,,,,Produced in Jan Brueghel's Studio,"Ertz 2008-10, #17, Honig database as possibly Jan and studio",,17,,,Private,,,,"London, Richard Green Gallery, 1984",5302,"Ertz 2008-10, cat. #17",,3227,,,,{% cite 8900 %} cat. #17,315,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3228/thumbnail.jpg,img/derivatives/simple/3228/full.jpg
3234,,,,Foundry in the Mountains (Rome),Painting,"Urban, Common and Peasant Life",Birds Dog Horse Forge Watermill Burghers Peasants Labor,ca. 1602,23,33,,,Copper,,,,,,,,,,,,,,Jan Brueghel the Elder,"Ertz 1979, #89, Ertz 2008-10, #576, Honig database",89,576,,,Public,Italy,Rome,Galleria Doria Pamphilj,inv. #449,5310,"Ertz 1979, cat. #89; Ertz 2008-10, cat. #576","Genova March 16-May 12, 1996",,,,,"{% cite 9004 %} cat. #89, {% cite 8900 %} cat. #576",318,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3234/thumbnail.jpg,img/derivatives/simple/3234/full.jpg
2912,,<a href='/brughel/2943'><img src='/img/derivatives/simple/2943/thumbnail.jpg' /></a>|<a href='/brughel/2940'><img src='/img/derivatives/simple/2940/thumbnail.jpg' /></a>|<a href='/brughel/2942'><img src='/img/derivatives/simple/2942/thumbnail.jpg' /></a>,2943|2940|2942,Allegory of Earth and Water,Painting,Allegory,Abundance Cosmology Animals Birds Fish Monkey Van_Balen Pendant Nude Putti Landscape Fruit,ca. 1620,61.5,94,,,Panel,,,,,,Hendrick van Balen (1575-1632),,,,,,,,Produced in Jan Brueghel's Studio,"Ertz 2008-10, #515",,515,,,Public,Germany,Potsdam,Prussian Palaces and Gardens Foundation Berlin-Brandenburg,inv. #GKI 7760,4544|4545|4546|4547,"Ertz 2008-10, cat. #515, pp. 1075-76, 78",,2943|2940|2942,,,,"{% cite 8900 %} cat. #515, pp. 1075-76, 78",32,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/2912/thumbnail.jpg,img/derivatives/simple/2912/full.jpg
3236,,<a href='/brughel/3573'><img src='/img/derivatives/simple/3573/thumbnail.jpg' /></a>,3573,Frontal View of a River through a Village,Painting,Landscape,Traveling Birds House River Boat,1610,8,10,,,Copper,,BRUEGHEL 1610,,,,,,,,,,,,Produced in Jan Brueghel's Studio,"Ertz 2008-10, #141, Ertz 1979, #220, Honig database as uncertain, possibly studio",220,141,,,Private,,,,"England, Private Collection",,"Ertz 1979, cat. #220, fig. 206; Ertz 2008-10, cat. #141",,3573,,,,,320,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3236/thumbnail.jpg,img/derivatives/simple/3236/full.jpg
3237,,<a href='/brughel/3238'><img src='/img/derivatives/simple/3238/thumbnail.jpg' /></a>,3238,Fruit Garland with Holy Family,Painting,Garland,Deer Monkey Van_Balen Basket Angels Holy_family Flowers Fruit Garland Vegetables,ca. 1619,104.8,74.9,,,Panel,,,,,,Hendrick van Balen (1575-1632),,,,,,,,Produced in Jan Brueghel's Studio,"Ertz 2008-10, #482, Ertz 1979, #350",350,482,,,Public,United States,"Richmond, VA",The Virginia Museum of Fine Arts,inv. #66-16,5316|5317,"Ertz 1979, cat. #350; Ertz 2008-10, cat. #482; Werche 2004, A.45",,3238,,,,,321,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3237/thumbnail.jpg,img/derivatives/simple/3237/full.jpg
3238,,<a href='/brughel/3237'><img src='/img/derivatives/simple/3237/thumbnail.jpg' /></a>,3237,Fruit Garland with Holy Family (Amsterdam),Painting,Garland,Parrot Deer Monkey Jan_Brueghel_the_Younger Van_Balen Angels Holy_family Flowers Fruit Garland Vegetables,ca. 1620,106.5,71,,,Panel,,,,,,"Hendrick van Balen (1575-1632), Jan Brueghel the Younger (1601-1678)",,,,,,,,Produced in Jan Brueghel's Studio,"Ertz 2008-10, #483, Ertz 1979, #351",351,483,,,Private,,,,"Amsterdam, Sotheyby's inv. #09.05.1995, #42, as 'Jan II and van Balen'",5318|5319|5320,"Ertz 1979, cat. #351; Ertz 2008-10, cat. #483",,3237,,,,,322,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3238/thumbnail.jpg,img/derivatives/simple/3238/full.jpg
3240,,<a href='/brughel/3246'><img src='/img/derivatives/simple/3246/thumbnail.jpg' /></a>|<a href='/brughel/3241'><img src='/img/derivatives/simple/3241/thumbnail.jpg' /></a>|<a href='/brughel/3126'><img src='/img/derivatives/simple/3126/thumbnail.jpg' /></a>|<a href='/brughel/3239'><img src='/img/derivatives/simple/3239/thumbnail.jpg' /></a>,3246|3241|3126|3239,"Fruit Garland with Madonna, Child and John the Baptist",Painting,Garland,Parrot Deer Monkey Van_Balen Virgin_Mary Flowers Fruit Garland Vegetables,1621-1623,97.8,70.5,,,Panel,,,,,,Hendrick van Balen (1575-1632),,,,,,,,Produced in Jan Brueghel's Studio,"Ertz 2008-10, #485, Ertz 1979, #369",369,485,,,Private,,,,Unknown,5322|5323,"Ertz 1979, cat. #369; Werche 2004, cat. #A.45; Ertz 2008-10, cat. #485",,3246|3241|3126|3239,,,,,324,pieterbrueghel_item,pieterbrueghel,img/derivatives/simple/3240/thumbnail.jpg,img/derivatives/simple/3240/full.jpg
